Views,Comments,Likes,Shares,Duration,Created,Description,Link
477,0,14,0,15,1656974723,Happy 4th of July #4thofjuly #fourthofjuly #july4th #independenceday #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7116652234913418538
558,0,12,0,7,1656783659,Come for the workout leave with wisdom #pujatstherapy #wordsofwisdom #workoutmotivation #tiktokworkoutchallenge,https://www.tiktok.com/@@paulspujats/video/7115831616928222507
563,0,11,0,12,1656769091,🧠⚰️ It be like that #gymhumor #funnyvideos #funnytiktok #trendingtiktok,https://www.tiktok.com/@@paulspujats/video/7115769027770830126
483,0,11,0,14,1656681044,Come for the workout leave with the wisdom #wordsofwisdom #workoutmotivationquotes #workoutmotivation #viralvideos #afterdark,https://www.tiktok.com/@@paulspujats/video/7115390881624214830
523,0,15,0,11,1656596606,It can take up to the entire length of workout #gymhumor #funnytiktok #relatableaf #findingmusic,https://www.tiktok.com/@@paulspujats/video/7115028222726786347
5671,5,160,3,8,1656524012,as far away as possible ☝️ #321bang #trendingtiktok #workoutmotivation #workoutmotivation,https://www.tiktok.com/@@paulspujats/video/7114716450161511726
517,1,12,1,3,1656508435,Recovery after workout speeds up recovery for 4h!!#morningroutine  #trendingtiktok #recovery #mobility #usefultips,https://www.tiktok.com/@@paulspujats/video/7114649529751850283
539,2,12,0,8,1656423820,Come for the workout leave with wisdom ❤️‍🔥Wisdom from Senica the Youger 4BC - 66AD #motivationalvideo #quoteoftheday #workoutmotivation #trendingtiktok,https://www.tiktok.com/@@paulspujats/video/7114286100377636139
409,0,11,0,13,1656377209,Be the beast you want to see #gymmotivation #pujatstherapy #quoteoftheday #motivationalvideo,https://www.tiktok.com/@@paulspujats/video/7114085932810243371
409,0,11,0,13,1656348476,Monday Motivation #mondaymood #mondaymotivation #quoteoftheday #pujatstherapy #gymmotivation,https://www.tiktok.com/@@paulspujats/video/7113962518908800299
506,0,14,1,43,1656337957,Lotos Pose / Read the caption #mondaymotivation #mondaymood #aesthetics #morningroutine #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7113917325140643114
419,0,18,0,14,1656249273,becoming the master of your body ❤️‍🔥 #roevwade #workoutmotivation #fullbodyworkout #motivationalvideo,https://www.tiktok.com/@@paulspujats/video/7113536418315783470
1371,2,54,1,12,1656165238,One word CrossFit 💀😁 #crossfit #tiktokgym #trendingtiktok #gymhumorforyoupage,https://www.tiktok.com/@@paulspujats/video/7113175505582525739
301,0,6,0,12,1656099139,Sorry wrong class 😬🏃‍♀️ #trendingtiktok  #crossfit #gymhumor #funnymoments,https://www.tiktok.com/@@paulspujats/video/7112891631493188907
572,0,20,2,13,1656080421,You know who to send this 🙂😄💁‍♂️ #gymtok #gymhumor #crossfit #funnyvideo,https://www.tiktok.com/@@paulspujats/video/7112811227524664622
601,0,5,0,5,1656017397,Fasting can be tough #thesummeriturnedpretty #tsitp #trendingsong #discoverpage,https://www.tiktok.com/@@paulspujats/video/7112540556328193323
467,0,6,1,7,1655933609,but ofc 🙄💁‍♂️💨🎽 #thesummeriturnedpretty #comedу #tsitp  #stunning,https://www.tiktok.com/@@paulspujats/video/7112180693194542382
401,1,15,0,14,1655918556,Make it happen ❤️‍🔥🤘 #tiktokgym #tiktokworkouts #inspirationalvideo #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7112116039139265835
470,0,11,0,20,1655856780,Quick detox to lose weight & clean your body from nasty stuff #lifehacks #oddlysatsifying #healthandwellness #detox,https://www.tiktok.com/@@paulspujats/video/7111850713289887018
478,0,6,0,6,1655822547,It's a risk 😬 #tiktokworkouts #tiktokhumor #tiktokgym #funnyvideos,https://www.tiktok.com/@@paulspujats/video/7111703682323844395
471,0,10,0,17,1655740366,Your tight neck = less productivity pain discomfort migraines headaches and so many other issues/ symptoms.  #neckpain #selfhelptips #selfhelp #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7111350717876686126
407,5,10,0,7,1655664983,Like brand new 🪄 #funnyvideos #chiropracticadjustment #funnytiktok #funnyy,https://www.tiktok.com/@@paulspujats/video/7111026950860229931
382,4,9,0,9,1655650530,whatever it takes 💪🏼🔥😄 #viralaudio #gainscheck #workoutmotivation #gainsville,https://www.tiktok.com/@@paulspujats/video/7110964874888564014
431,1,16,0,6,1655566096,Take a break if you see it #takeabreak #tiktokbreak #peaceofmind #meditation101,https://www.tiktok.com/@@paulspujats/video/7110602235339394346
455,3,9,0,6,1655477128,Don't even get me started with emails 😅🫣😬 #relatable #responsability #finaly,https://www.tiktok.com/@@paulspujats/video/7110220116112985390
261,1,6,0,3,1655420457,Here for the impact #adventure #traveltiktok #impact #epic,https://www.tiktok.com/@@paulspujats/video/7109976721918725422
590,4,36,1,8,1655404949,when starting watching anime🔥 #bankai #dbz #naruto #workoutmotivation #animeworkout,https://www.tiktok.com/@@paulspujats/video/7109910114639072558
392,1,15,1,16,1655387846,Easier than it looks 😭😂 #comedy #joji #comdey #happymonday,https://www.tiktok.com/@@paulspujats/video/7109836654784924970
689,4,24,2,6,1655322217,Ahh the sound of Joints 😌🎶 #stretchingroutine #yogachallenge #commedy😂 #trendingsound,https://www.tiktok.com/@@paulspujats/video/7109554783794580778
712,2,19,0,4,1650063547,What's easier Frontflip or backflip👇🫡 #backflipchallenge #learnontiktok #frontflip  #gymnastoftiktok #acrobatics,https://www.tiktok.com/@@paulspujats/video/7086968967415205162
673,1,36,5,35,1643941025,SAVE this for later #breakfromwork #learnintoktok #pujatstherapy #chairyoga #wellbeing,https://www.tiktok.com/@@paulspujats/video/7060672935023086895
1095,1,21,0,8,1643826921,How low can you get 🫣 #workoutideas #kneepain #pujatstherapy #fitnessroutine #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7060182860472323375
3031,3,299,30,26,1643756369,#WorkoutRoutine 5min leg workout #learnontiktok #pujatstherapy #workoutideas #fitnessroutine,https://www.tiktok.com/@@paulspujats/video/7059879843336506670
668,0,27,0,11,1643644419,Sound of workout #whatsthatsound #pujatstherapy #learnontiktok #workoutroutine  #ideas,https://www.tiktok.com/@@paulspujats/video/7059399004609580334
1115,0,42,4,35,1642823158,Tight leg release 🦵 #pujatstherapy #legrelaxing #yogaflow #yogastretches #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7055871736616815918
831,0,17,0,9,1642646605,you can also do it without the candle if using candle careful not to burn yourself. #mudras #healthylungs #lungexercises #heart #yoga #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7055113443724070191
2137,3,119,4,42,1642514168,Try this before getting out of bed 🛏️ #meditation #helpfultips #mindfulness #yogachallenge #pujatstherapy #fypシ゚viral,https://www.tiktok.com/@@paulspujats/video/7054544593412705583
884,1,52,6,35,1642356770,Killer Abs #pujatstherapy  #workoutplan #absworkout #absworkout #fypシ︎,https://www.tiktok.com/@@paulspujats/video/7053868610443398405
579,3,22,0,10,1642217919,Am I the only one?😅 #sorynotsory #funnyvideo #commedy #learnontiktok #workoutprank,https://www.tiktok.com/@@paulspujats/video/7053272247821208837
521,0,18,0,19,1642111024,This is a stroll through west Seattle #westseattle #seattle #pnw #pacificnorthwest #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7052813142002289926
746,1,14,1,15,1642047378,#stitch with @drheenan Noted 📝 #neverdo #fail #epicfail #workoutfail #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7052539779505802502
505,0,10,1,7,1641966598,Different wave length 🌄 #longboarding #skateboard #fypシ゚viral #adventure,https://www.tiktok.com/@@paulspujats/video/7052192825034755334
468,0,10,0,8,1641933858,No filter #pnw #travel #adventure #fypシ゚viral #skateboard #longboarding,https://www.tiktok.com/@@paulspujats/video/7052052218291178757
3477,1,175,36,52,1641919201,Starting the morning 🌄 #yogainbed #fypシ゚viral #mindfulyoga #pujatstherapy #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7051989268478037254
1128,1,41,4,27,1641864253,Quick Pump ⛽ #armworkout #armworkoutwithdumbbells #growarms #pujatstherapy #learnontiktok #fypシ゚viral,https://www.tiktok.com/@@paulspujats/video/7051753262881475846
451,2,9,0,38,1641844750,Reply to @dodo_1311 #fasting #coffee #comparison #alternative #learnintoktok #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7051669500588166446
687,2,18,0,91,1641831619,Improved focus Feel better Be Healthier Live longer #fasting #fypシ゚viral #learnontiktok #pujatstherapy #hormesis #cellrepair,https://www.tiktok.com/@@paulspujats/video/7051613104542682373
9729,6,200,14,35,1641703155,Does your hip hurts?! Try this #hippain #hiprelease #pujatstherapy #learnontiktok #poping #fypシ゚viral,https://www.tiktok.com/@@paulspujats/video/7051061350667128070
785,1,52,5,17,1641698842,Talking about six pack abs of course 😄 #pujatstherapy  #sixpackabs #forypupage #learnontiktok #wellness,https://www.tiktok.com/@@paulspujats/video/7051042832882093359
444,1,24,1,33,1641686727,Health is #1 #healthispriority #iceman #coldexposure #themoreyouknow #learnontiktok #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7050990798313311534
244,1,7,0,10,1641403256,Got to go 🚹 #tiktokcreator #gymtok #routine #pujatstherapy #learnontiktok  #fypシ,https://www.tiktok.com/@@paulspujats/video/7049773301513637126
3617,4,147,14,49,1641266134,Evening yoga #nightyoga #eveningyoga #yogaflow #learnontiktok #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7049184360007781638
654,7,21,1,135,1641167174,Reply to @ritualwerk  #PepsiApplePieChallenge #coffee #badcoffee #goodcoffee #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7048759333609409838
557,2,21,0,30,1641061627,How to wake 🆙 #selfcaretips #wellness #pujatstherapy #learnontiktok #newyearresolution,https://www.tiktok.com/@@paulspujats/video/7048306013895937326
503,4,11,0,126,1640974098,I'll leave it here for those who needed to hear it #nocouchpotato #couchpotato #learnontiktok #yougotthis #keeppunching,https://www.tiktok.com/@@paulspujats/video/7047930083050409222
369,2,13,0,14,1640922290,2021 Recap #recap2021 #recapacita #year2021 #NewYear #tiktokcreator #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7047707565060279558
4545,8,101,1,12,1640820520,See this?! Take a break #wellness #selfcaretips #learnontiktok #healthandwellness,https://www.tiktok.com/@@paulspujats/video/7047270469506026799
436,2,9,0,12,1640802823,recap of year 2021 pt.1 #recap2021 #recap #2021❤️ #learnontiktok #tiktokcreator,https://www.tiktok.com/@@paulspujats/video/7047194458969918725
479,1,13,0,8,1640788266,Day 26 of 30 #abchallange #learnontiktok #abschallenge #workoutplan #tiktokbaby,https://www.tiktok.com/@@paulspujats/video/7047131939999845637
885,2,26,5,59,1640738366,Did you know this about coffee ☕? #coffeetiktok #coffeebad #coffeegood #learnontiktok #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7046917615306001670
466,1,10,0,20,1640636658,Who should I lift next @barbara.corcoran #celebrities #canyoulift #humor #comedу #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7046480789520780549
308,0,4,1,4,1640620349,Day 25 of 30 Ab challenge! keep it up!!  #dontgiveup #abschallenge #learnontiktok #pujatstherapy #workoutwithme,https://www.tiktok.com/@@paulspujats/video/7046410739245976837
2117,2,74,15,29,1640563912,Someone said your shoulder 🤕 #pujatstherapy #learnontiktok #helpfultips #shoulderpainrelief #healthguide,https://www.tiktok.com/@@paulspujats/video/7046168342603812101
452,0,11,1,7,1640547187,Ab challenge day 24 #learnontiktok #pujatstherapy #abchallege #canyou,https://www.tiktok.com/@@paulspujats/video/7046096511607868678
402,4,17,0,14,1640474041,Believe in yourself!! #comedy #workoutwithme #warzone #fitnestok #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7045782351976172805
456,1,27,0,27,1640449892,what santa does all year long before Christmas 🎅🎁#santa #openingpresents #xmasvsreality #tiktokxmas #christmastok,https://www.tiktok.com/@@paulspujats/video/7045678633763097861
437,1,20,1,12,1637781336,Who wants to be faster🔥👍☝️💪🏼 #learnontiktok #tiktokpartner #fastaf #fastandfurious #speeddrills,https://www.tiktok.com/@@paulspujats/video/7034217274328337670
666,5,20,0,13,1637730784,Where DID Hannah go?! #learnontiktok #comedу #funnyedit #humor #funnyworkout #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7034000138796420358
586,1,24,1,8,1637643448,Before & After #beforeandafter #glowup #afterworkout #pujatstherapy #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7033625042650991878
658,1,35,0,9,1637619478,Day 23 Of 30 #consistencyiskey #pujatsabchallenge #pujatstherapy #learnontiktok #tiktokpartner,https://www.tiktok.com/@@paulspujats/video/7033522096764472582
356,1,13,3,31,1637391786,works like 🪄✨#lawofattraction #moonwater #learnontiktok #spiritualtiktok #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/7032544151929457925
322,3,15,0,26,1637177754,2x life time PR 134 KG 295lbs #soundsoftiktok #lifttok🏋️💪 #lifttok #learnontiktok #benchmob,https://www.tiktok.com/@@paulspujats/video/7031624907410722053
335,0,15,0,11,1637163136,The boomerang 🪃 Hold #30dayabchallenge #abs #absworkout #CompetitiveGaming #pujatstherapy #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7031562124824464645
649,0,49,3,23,1636866368,Tag a friend and go for a cold dip 🌊🧊🧊😌 #icetok #pacificnorthwest #healthandwellness  #pujatstherapy #tiktokpartner,https://www.tiktok.com/@@paulspujats/video/7030287508118244614
340,1,16,0,17,1636830919,From Pro to Functional workouts #teamclicks @clickstalent @officialglobalxr #DeclarationChallenge #5STRGNRLSonBandcamp,https://www.tiktok.com/@@paulspujats/video/7030135264928386309
322,1,14,1,59,1636643913,#teamclicks @clickstalent @officialglobalxr #DeclarationChallenge #5STRGNRLSonBandcamp,https://www.tiktok.com/@@paulspujats/video/7029332076184751365
459,2,25,1,25,1636434483,who can relate 😄😅🍌 #bananasplit #splits #comedy #humor #yogatok #fittok,https://www.tiktok.com/@@paulspujats/video/7028432567934242053
351,0,9,0,37,1635999387,Honestly I don't think I could have found better audio for this🔥 #lifttok #hardwork #hardworkpaysoff #nevergiveup #TheHarderTheyFall,https://www.tiktok.com/@@paulspujats/video/7026563850870787333
420,0,12,0,15,1635790496,broke my record after 10 years #newpr #brokerecord #pr #pb #muscletok #lifttok,https://www.tiktok.com/@@paulspujats/video/7025666680340647174
258,0,14,0,55,1634702184,Full moon 🌜 #fullmoon #lawofatraction #fypシ #rituals,https://www.tiktok.com/@@paulspujats/video/7020992397194628399
683,2,47,1,15,1633711889,Day 21 of 30 #pujatsabchallenge #abstok #abs #30daychallenge #fypシ,https://www.tiktok.com/@@paulspujats/video/7016739129035705606
553,2,26,0,25,1633370722,while FB IG oculus etc is down enjoy this video 😉🤙 #fbdown #igdown #abtok #strongarms #superman,https://www.tiktok.com/@@paulspujats/video/7015273832063732997
1055,1,35,2,24,1632514338,Bruce Lee abs Day 20 of 30 day ab challenge #pujatsabchallenge #30daychallenge #abtok #brucelee #bruceleeabs,https://www.tiktok.com/@@paulspujats/video/7011595688920288517
582,1,32,2,16,1632512507,Day 19 of 30 #pujatsabchallenge #abchallengeworkout #30daychallenge #abtok #fypシ,https://www.tiktok.com/@@paulspujats/video/7011587827066490117
2173,17,171,3,12,1632244385,All jokes a side need more quality people on the platform 🙌💪🏼🧠 #showerthoughts #strugleisreal #fypシ #learnontiktok #commedy,https://www.tiktok.com/@@paulspujats/video/7010436246929493253
407,2,11,1,44,1632084238,Only Athletes @obseshmedia #obsesh #obseshnation #obseshon #athletes #ncaa,https://www.tiktok.com/@@paulspujats/video/7009748424408976645
392,0,19,0,55,1632078173,Get ready for full moon 🌛 #water #thesecret #witchesoftiktok #moonwater #lifehack,https://www.tiktok.com/@@paulspujats/video/7009722375717522693
609,2,34,3,20,1632025849,Day 18 of 30#pujatsabchallenge #tiktokabs #abtok #30daychallenge #abchallengeworkout,https://www.tiktok.com/@@paulspujats/video/7009497640886865158
497,2,19,5,25,1632021218,Day 17 of 30 #pujatsabchallenge #abchallengeworkout #30daychallenge #abtok #tiktokabs,https://www.tiktok.com/@@paulspujats/video/7009477751489056005
408,2,18,1,25,1631855732,Day 16 of 30 #pujatsabchallenge #tiktokabs #abtok #30daychallenge #abchallengeworkout,https://www.tiktok.com/@@paulspujats/video/7008766987602021638
423,1,12,1,19,1631846809,Day 15 of 30 #pujatsabchallenge  #30daychallenge #abchallange #abtok #tiktokabs,https://www.tiktok.com/@@paulspujats/video/7008728666750455046
561,4,29,5,14,1631681264,Day 14 of 30 #pujatsabchallenge #abchallengeworkout #abchallange #30daychallenge,https://www.tiktok.com/@@paulspujats/video/7008017652299975942
448,2,15,1,11,1631680485,Day 13 of 30 #pujatsabchallenge #30daychallenge #abtok #abchallange #abchallengeworkout,https://www.tiktok.com/@@paulspujats/video/7008014310169382149
422,1,13,4,19,1631509313,Day 12 of 30 #pujatsabchallenge #abchallange #tiktokabs #abtok #30daychallenge,https://www.tiktok.com/@@paulspujats/video/7007279131930971397
2073,2,148,28,14,1631508289,Day 11 of 30 #pujatsabchallenge  #abtok #30daychallenge #abchallange #tiktokabs,https://www.tiktok.com/@@paulspujats/video/7007274734891093253
1423,1,38,5,15,1631507425,Day 10 of 30 #abchallange #pujatsabchallenge #abtok #30daychallenge #tiktokabs,https://www.tiktok.com/@@paulspujats/video/7007271021686410501
1575,3,86,19,19,1631251029,No days off day 9 of 30 🤙🙌💪🏼 #tiktokabs #30daychallenge #abtok #pujatsabchallenge #abchallengeworkout,https://www.tiktok.com/@@paulspujats/video/7006169805896109317
586,2,39,5,19,1631164079,Day 8 Of 30 🔥🔥🔥 #36SecondsOfLightWork #pujatsabchallenge #abtok #tiktokabs #30daychallenge,https://www.tiktok.com/@@paulspujats/video/7005796361958362374
901,3,48,3,19,1631076705,Day 7 of 30 day #pujatsabchallenge #30daychallenge #abtok #tiktokabs #abchallengeworkout,https://www.tiktok.com/@@paulspujats/video/7005421095935347973
385,3,20,2,15,1630977339,Day 6 of 30 #pujatsabchallenge 🔥🔥🔥 #abtok #tiktokabs #abchallege #abchallengeworkout,https://www.tiktok.com/@@paulspujats/video/7004994325830487302
2400,4,106,15,40,1630967690,Stretches in Bed #yoga #stretches #stretchtok #yogatok #tiktokstretch #morningstretches,https://www.tiktok.com/@@paulspujats/video/7004952886648065286
992,6,62,6,18,1630882498,Day 5 #pujatsabchallenge #abworkout #abtok #corestrength #tiktokcontest,https://www.tiktok.com/@@paulspujats/video/7004586990725287174
2258,7,166,26,42,1630857725,Morning yoga in Bed 🛏️ #morningyoga #yogainbed #yoga #yogatok #yogaflow,https://www.tiktok.com/@@paulspujats/video/7004480587293625605
977,3,51,6,37,1630815548,Evening yoga 🌙 Stretches #eveningyoga #yoga #nightyoga #yogaflow #yogatok #tiktokyoga,https://www.tiktok.com/@@paulspujats/video/7004299437044501765
3125,2,69,3,14,1630783090,,https://www.tiktok.com/@@paulspujats/video/7004160033583893765
741,2,51,3,20,1630777926,Day 4 Lets go 🔥🔥🔥 #abchallenge #tiktokcontest #corestrength #pujatsabchallenge #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7004137857770065158
19100,32,1129,179,59,1630698194,Parents need yoga too 🧘‍♂️🧘‍♀️🍼 #yogainbed  #yogq #yogatok #tiktokyoga #yogaforkids #kidsyogq,https://www.tiktok.com/@@paulspujats/video/7003795408132541701
1320,2,51,4,17,1630677315,Day 3 Parallel bar workout #pujatsabchallenge #abchallenge #tiktokchallenge #abtok #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7003705735813025029
689,4,32,1,17,1630631021,Day 2 Ab Workout #pujatsabchallenge #tiktokchallenge #tiktokcontest #septemberchallenge,https://www.tiktok.com/@@paulspujats/video/7003506903552773382
656,10,28,2,26,1630562095,September #pujatsabchallenge to wine One on One session with me! #1september #tiktokchallenge #tiktokcontest #abchallenge,https://www.tiktok.com/@@paulspujats/video/7003210857714912517
1521,5,70,6,17,1630344063,Test your core ⚖️ can you do it? tag me😉 #corebalance #yoga #yogachallenge #corestrength #test #tiktoktest,https://www.tiktok.com/@@paulspujats/video/7002274426154781958
1448,4,39,6,35,1630259411,if your posture is trash 🗑️ try this 😉 #triggerpointtherapy #triggerpointmassage #backrelease #therapyworks #massage #learnontiktok,https://www.tiktok.com/@@paulspujats/video/7001910848578981125
1008,2,41,2,18,1630211683,Whats your tiktok hack? #tiktokhack #stitch #stitchthis #learnontiktok #tiktoksave,https://www.tiktok.com/@@paulspujats/video/7001705856177917190
3596,11,301,86,44,1630040337,Evening stretches for hips #hipopeners #stretches #learnontiktok #eveningstretching #healthtok,https://www.tiktok.com/@@paulspujats/video/7000969925502209285
4073,8,81,1,42,1629993375,Why joints POP💥🧨🍿#joints #healthtok #science #learnontiktok #tiktokfacts,https://www.tiktok.com/@@paulspujats/video/7000768234366438662
4391,10,306,96,37,1629871166,Don't wake up your significant other with your knee popping 🍾 #kneepain #tiktokphysio #physiotok #learnontiktok #jointhealth,https://www.tiktok.com/@@paulspujats/video/7000243339584982277
1333,4,67,4,81,1629680020,How to increase your 🧬❤️ #cardiovascularhealth #lifehack #savealife #hearthealth #tiktoksave  #learnontiktok,https://www.tiktok.com/@@paulspujats/video/6999422381596921094
27500,66,2975,678,49,1629644140,take the phone to the side and do this morning yoga in bed 📵 #yoga #tiktokyoga #yogatok #yogainbed #tiktokhack,https://www.tiktok.com/@@paulspujats/video/6999268281207016710
2040,3,116,6,17,1629489017,Easy version of pushup levels #puahupchallenge #pushups #challange #tiktokworkout #fitnestok,https://www.tiktok.com/@@paulspujats/video/6998602034635132165
2043,3,126,19,108,1629432160,Fix your shoulder so you can do all the fun things... 🤙😅 #triggerpoints #therapytiktok  #learnontiktok #tiktoktips #commedy #funny,https://www.tiktok.com/@@paulspujats/video/6998357827907570949
19200,25,2040,334,28,1629413350,Qigong for Kidneys #qigong #qigonghealing #qigongpractice #qigongonline #yoga #qi,https://www.tiktok.com/@@paulspujats/video/6998277044480019718
11200,15,778,182,40,1629225996,Evening yoga in bed 🛏️ #yoga #yogainbed #bedtime #bedtimeyoga #usefullifetips #tiktoktips,https://www.tiktok.com/@@paulspujats/video/6997472366112591110
1329,5,79,10,59,1629040106,Grow big muscles 💪🏼More power 🔥Fight mental disorders🧠 #creatine #muscles #fitnestok #healthtok #learnontiktok #usefullifetips,https://www.tiktok.com/@@paulspujats/video/6996673972083494149
1143,2,55,0,21,1628821401,Can you do all 7 💪🏼🔥🙌✨ which one is your fave?! #beastmode #pushupchallenge #strongfingers #peopleareawesome #tiktoktips,https://www.tiktok.com/@@paulspujats/video/6995734641512680709
3648,8,110,18,45,1628784003,Twitching muscles & Trouble sleeping = #magnesiumdeficiency #supplementsthatwork #minerals #learnontiktok #tiktoktips,https://www.tiktok.com/@@paulspujats/video/6995574017914653957
1529,2,93,10,15,1628657145,Reply to @ritualwerk This should do the trick! 🙌🙌🙌✨ #sciaticarelief #hippain #backpainrelief #yoga,https://www.tiktok.com/@@paulspujats/video/6995029161114979590
1105,4,64,8,16,1628365796,Can you relate?? 😄😭🤦‍♂️ #blowitupplease #neckpain #neverlearn #commedy #funnycomedy,https://www.tiktok.com/@@paulspujats/video/6993777838574849286
1242,5,101,24,23,1628216246,Pain Pain Go Away!! #trythis #painaway #sciaticarelief #sciaticapain #learnontiktok #usefultips,https://www.tiktok.com/@@paulspujats/video/6993135524185754886
711,3,42,2,32,1628129004,who else miss traveling 😭😍 #summervibes #summer2021 #yoga #adventuretime #traveltok,https://www.tiktok.com/@@paulspujats/video/6992760817951280390
1028,2,88,20,31,1628044949,Does your neck & head hurts? try this #yoga #nexkrelease #learnontiktok #painaway #trythis,https://www.tiktok.com/@@paulspujats/video/6992399805632892165
976,2,70,3,28,1627908637,Its monday neck release! With so many people slouching not knowing how to release the tension! Im here to help #learnontiktok #yoga #tiktokyoga,https://www.tiktok.com/@@paulspujats/video/6991814348544986373
1361,6,136,39,59,1627864966,Yoga in bed 🛏️☺️ #yogainbed #yoga #tiktokyoga #yogaflow #learnontiktok,https://www.tiktok.com/@@paulspujats/video/6991626788476603653
1989,6,103,10,12,1627864408,Quick tone for the 🍑 #quickworkout #bootchallenge #but #summerworkout #learnontiktok rnontiktok,https://www.tiktok.com/@@paulspujats/video/6991624391461244165
124700,131,7359,2222,82,1627793910,If you see this in your bed you know what to do! #yoga #mindfulness #recoverytok #yogatok #tiktokyoga,https://www.tiktok.com/@@paulspujats/video/6991321600364711173
1019,2,41,0,31,1627713059,which one did you like better? btw I had my birthday at Rio Opening ceremony so it will always be my fave ❤️ #openingceremony #tokyoolympics #tokyo,https://www.tiktok.com/@@paulspujats/video/6990974343933119749
737,2,54,0,56,1627573904,Neve 💯 Give 🔥 Up ✨#nevergiveup #perserverance #yougotthis #polevault,https://www.tiktok.com/@@paulspujats/video/6990376682657975558
647,1,32,4,52,1627517664,I'll be your NEW Olympic coach! Lets get connected & book YOUR first Response! #olympian #privatecoach #mentorforyou,https://www.tiktok.com/@@paulspujats/video/6990135137824443653
768,16,55,2,41,1627275329,How to recover like a champ 🥇#mentalhealthmatters #hacksoftiktok #SelfCareTikTok #tiktokpartnership,https://www.tiktok.com/@@paulspujats/video/6989094288327970053
660,2,33,1,55,1627107877,Want more of ❤️ 💰 💪🏼Try this! works like magic✨#lawofatraction #moonwater #wordsofaffirmation #tiktokpartner,https://www.tiktok.com/@@paulspujats/video/6988375085216206085
966,1,50,2,20,1627059413,Mini Power Edit 🔥#AMV #openingceremony #olympicgames #TokyoOlympics,https://www.tiktok.com/@@paulspujats/video/6988166953756151045
537,2,28,0,56,1627011172,NEVER GIVE UP 🔥#olympicgames #OlympicSpirit #leadwithlove #tokyoolimpics,https://www.tiktok.com/@@paulspujats/video/6987959749140614405
1758,2,60,5,30,1626803945,Tutorial on belly massage #tutorials #quick #howto #nauli #bellydancer,https://www.tiktok.com/@@paulspujats/video/6987069725675162885
655,2,30,0,151,1626747282,Your support means everything to me 🙏 #ethicalbusiness #smallbusiness #mystory  #meaningfulstories #fyp,https://www.tiktok.com/@@paulspujats/video/6986826355593743622
665,3,60,8,35,1626664721,Having trouble with your belly?! #loseweight #loseweightfast #fypシ #health #Wellness,https://www.tiktok.com/@@paulspujats/video/6986471753388182790
538,4,48,2,30,1626481348,Y do so many people don't share the place of adventure 🤷‍♂️🤔Washington St Whidbey island #adventuretime #pacificnorthwest #travel #fypシ #fypsound,https://www.tiktok.com/@@paulspujats/video/6985684178222222597
716,10,50,1,0,1626405576,How does Olympian looks like 🙈 #tokyoolympics #polevault #fypシ #XGamesMode #olympian,https://www.tiktok.com/@@paulspujats/video/6985358736713862405
608,2,34,4,0,1626399576,You need to hear this!! #meditation #mindfullness #mindfulmeditation #fyp #science,https://www.tiktok.com/@@paulspujats/video/6985332967224790278
813,0,58,4,99,1626307703,Full version of mudras that help with lung issues #breatheasy #health #lunghealth #fyp,https://www.tiktok.com/@@paulspujats/video/6984938379884449030
2372,0,89,7,0,1626197742,Do you have trouble breathing or your chest hurts #chestpain #breathing #health  #mudras,https://www.tiktok.com/@@paulspujats/video/6984466103967763717
494,3,34,0,83,1626124494,ADVENTURES in Washington state #adventuretime #adventure #chillvibes #traveltiktok,https://www.tiktok.com/@@paulspujats/video/6984151507369299206
644,12,38,1,38,1625953512,What is your Obseshion@obseshmedia  #obsesh #obseshion #stichthis #obseshon,https://www.tiktok.com/@@paulspujats/video/6983417147129154822
714,3,56,0,46,1618429485,planet earth 🌎 #traveltiktok #adventures #chillvibes #pujatstherapy,https://www.tiktok.com/@@paulspujats/video/6951101696084937990
808,4,51,0,0,1618263183,Dadi chill 😌🤙 #chill #chillvibes #skateboarding #skate #traveltiktok,https://www.tiktok.com/@@paulspujats/video/6950387433368276229
1504,5,131,3,39,1618168925,Riding in sunset right besides the 🦬 🌅 #skateboarding #longboard #traveltiktok #amazingdestination,https://www.tiktok.com/@@paulspujats/video/6949982600454802693
